WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2016-02-06,Middle East,Bahrain,Capital,Battles,Armed clash,1,0,69821.0,Political violence,285.0,26.1927,50.5508
2026-02-28,Middle East,Bahrain,Capital,Explosions/Remote violence,Air/drone strike,9,0,9077.0,Political violence,285.0,26.1927,50.5508
2026-03-07,Middle East,Bahrain,Capital,Explosions/Remote violence,Air/drone strike,7,1,,Political violence,285.0,26.1927,50.5508
2016-06-25,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,5568.0,Political violence,285.0,26.1927,50.5508
2017-02-11,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,4084.0,Political violence,285.0,26.1927,50.5508
2017-02-18,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4084.0,Political violence,285.0,26.1927,50.5508
2017-08-12,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4084.0,Political violence,285.0,26.1927,50.5508
2017-09-30,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,12033.0,Political violence,285.0,26.1927,50.5508
2017-10-21,Middle East,Bahrain,Capital,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,7080.0,Political violence,285.0,26.1927,50.5508
2017-07-01,Middle East,Bahrain,Capital,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,20331.0,Political violence,285.0,26.1927,50.5508
2026-02-28,Middle East,Bahrain,Capital,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,,Political violence,285.0,26.1927,50.5508
2016-03-05,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,4853.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2016-03-26,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,2,0,38447.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2017-01-07,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,4744.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2017-03-25,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,7574.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2018-05-12,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,4908.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2019-07-27,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,1,26841.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2022-11-19,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,35723.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2024-02-10,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,3026.0,Political violence; Demonstrations,285.0,26.1927,50.5508
2026-02-28,Middle East,Bahrain,Capital,Protests,Excessive force against protesters,1,0,,Political violence; Demonstrations,285.0,26.1927,50.5508
2015-12-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,38207.0,Demonstrations,285.0,26.1927,50.5508
2016-01-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,29,0,215598.0,Demonstrations,285.0,26.1927,50.5508
2016-01-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,191938.0,Demonstrations,285.0,26.1927,50.5508
2016-01-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,64240.0,Demonstrations,285.0,26.1927,50.5508
2016-01-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,144622.0,Demonstrations,285.0,26.1927,50.5508
2016-01-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,19,0,140170.0,Demonstrations,285.0,26.1927,50.5508
2016-02-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,32,0,241253.0,Demonstrations,285.0,26.1927,50.5508
2016-02-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,30,0,176224.0,Demonstrations,285.0,26.1927,50.5508
2016-02-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,155041.0,Demonstrations,285.0,26.1927,50.5508
2016-02-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,29,0,197725.0,Demonstrations,285.0,26.1927,50.5508
2016-03-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,167422.0,Demonstrations,285.0,26.1927,50.5508
2016-03-12,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,146809.0,Demonstrations,285.0,26.1927,50.5508
2016-03-19,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,92932.0,Demonstrations,285.0,26.1927,50.5508
2016-03-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,96480.0,Demonstrations,285.0,26.1927,50.5508
2016-04-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,21,0,143253.0,Demonstrations,285.0,26.1927,50.5508
2016-04-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,136143.0,Demonstrations,285.0,26.1927,50.5508
2016-04-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,125000.0,Demonstrations,285.0,26.1927,50.5508
2016-04-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,14,0,91484.0,Demonstrations,285.0,26.1927,50.5508
2016-04-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,114561.0,Demonstrations,285.0,26.1927,50.5508
2016-05-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,108729.0,Demonstrations,285.0,26.1927,50.5508
2016-05-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,82456.0,Demonstrations,285.0,26.1927,50.5508
2016-05-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,19,0,158297.0,Demonstrations,285.0,26.1927,50.5508
2016-05-28,Middle East,Bahrain,Capital,Protests,Peaceful protest,24,0,233615.0,Demonstrations,285.0,26.1927,50.5508
2016-06-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,98195.0,Demonstrations,285.0,26.1927,50.5508
2016-06-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,135859.0,Demonstrations,285.0,26.1927,50.5508
2016-06-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,160020.0,Demonstrations,285.0,26.1927,50.5508
2016-06-25,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,167420.0,Demonstrations,285.0,26.1927,50.5508
2016-07-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,138482.0,Demonstrations,285.0,26.1927,50.5508
2016-07-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,91279.0,Demonstrations,285.0,26.1927,50.5508
2016-07-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,108591.0,Demonstrations,285.0,26.1927,50.5508
2016-07-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,75149.0,Demonstrations,285.0,26.1927,50.5508
2016-07-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,142432.0,Demonstrations,285.0,26.1927,50.5508
2016-08-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,110597.0,Demonstrations,285.0,26.1927,50.5508
2016-08-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,173896.0,Demonstrations,285.0,26.1927,50.5508
2016-08-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,14,0,116676.0,Demonstrations,285.0,26.1927,50.5508
2016-08-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,46384.0,Demonstrations,285.0,26.1927,50.5508
2016-09-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,114687.0,Demonstrations,285.0,26.1927,50.5508
2016-09-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,14,0,97356.0,Demonstrations,285.0,26.1927,50.5508
2016-09-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,6,0,71386.0,Demonstrations,285.0,26.1927,50.5508
2016-09-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,81332.0,Demonstrations,285.0,26.1927,50.5508
2016-10-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,72186.0,Demonstrations,285.0,26.1927,50.5508
2016-10-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,57183.0,Demonstrations,285.0,26.1927,50.5508
2016-10-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,103752.0,Demonstrations,285.0,26.1927,50.5508
2016-10-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,75907.0,Demonstrations,285.0,26.1927,50.5508
2016-10-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,95070.0,Demonstrations,285.0,26.1927,50.5508
2016-11-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,111992.0,Demonstrations,285.0,26.1927,50.5508
2016-11-12,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,58425.0,Demonstrations,285.0,26.1927,50.5508
2016-11-19,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,44935.0,Demonstrations,285.0,26.1927,50.5508
2016-11-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,88058.0,Demonstrations,285.0,26.1927,50.5508
2016-12-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,150891.0,Demonstrations,285.0,26.1927,50.5508
2016-12-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,118802.0,Demonstrations,285.0,26.1927,50.5508
2016-12-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,141686.0,Demonstrations,285.0,26.1927,50.5508
2016-12-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,146259.0,Demonstrations,285.0,26.1927,50.5508
2016-12-31,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,127955.0,Demonstrations,285.0,26.1927,50.5508
2017-01-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,177537.0,Demonstrations,285.0,26.1927,50.5508
2017-01-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,50,0,258702.0,Demonstrations,285.0,26.1927,50.5508
2017-01-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,40,0,190621.0,Demonstrations,285.0,26.1927,50.5508
2017-01-28,Middle East,Bahrain,Capital,Protests,Peaceful protest,30,0,184020.0,Demonstrations,285.0,26.1927,50.5508
2017-02-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,200225.0,Demonstrations,285.0,26.1927,50.5508
2017-02-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,64,0,253269.0,Demonstrations,285.0,26.1927,50.5508
2017-02-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,27,0,186906.0,Demonstrations,285.0,26.1927,50.5508
2017-02-25,Middle East,Bahrain,Capital,Protests,Peaceful protest,24,0,208048.0,Demonstrations,285.0,26.1927,50.5508
2017-03-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,156106.0,Demonstrations,285.0,26.1927,50.5508
2017-03-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,38,0,219571.0,Demonstrations,285.0,26.1927,50.5508
2017-03-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,149748.0,Demonstrations,285.0,26.1927,50.5508
2017-03-25,Middle East,Bahrain,Capital,Protests,Peaceful protest,14,0,109895.0,Demonstrations,285.0,26.1927,50.5508
2017-04-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,100376.0,Demonstrations,285.0,26.1927,50.5508
2017-04-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,127786.0,Demonstrations,285.0,26.1927,50.5508
2017-04-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,128180.0,Demonstrations,285.0,26.1927,50.5508
2017-04-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,125060.0,Demonstrations,285.0,26.1927,50.5508
2017-04-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,149288.0,Demonstrations,285.0,26.1927,50.5508
2017-05-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,111960.0,Demonstrations,285.0,26.1927,50.5508
2017-05-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,126694.0,Demonstrations,285.0,26.1927,50.5508
2017-05-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,59,0,211025.0,Demonstrations,285.0,26.1927,50.5508
2017-05-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,51,0,202980.0,Demonstrations,285.0,26.1927,50.5508
2017-06-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,34,0,214545.0,Demonstrations,285.0,26.1927,50.5508
2017-06-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,92552.0,Demonstrations,285.0,26.1927,50.5508
2017-06-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,25,0,174343.0,Demonstrations,285.0,26.1927,50.5508
2017-06-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,146926.0,Demonstrations,285.0,26.1927,50.5508
2017-07-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,19,0,182731.0,Demonstrations,285.0,26.1927,50.5508
2017-07-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,116349.0,Demonstrations,285.0,26.1927,50.5508
2017-07-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,88636.0,Demonstrations,285.0,26.1927,50.5508
2017-07-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,107294.0,Demonstrations,285.0,26.1927,50.5508
2017-07-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,93251.0,Demonstrations,285.0,26.1927,50.5508
2017-08-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,78851.0,Demonstrations,285.0,26.1927,50.5508
2017-08-12,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,117086.0,Demonstrations,285.0,26.1927,50.5508
2017-08-19,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,76379.0,Demonstrations,285.0,26.1927,50.5508
2017-08-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,135227.0,Demonstrations,285.0,26.1927,50.5508
2017-09-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,89780.0,Demonstrations,285.0,26.1927,50.5508
2017-09-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,99193.0,Demonstrations,285.0,26.1927,50.5508
2017-09-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,22225.0,Demonstrations,285.0,26.1927,50.5508
2017-09-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,41685.0,Demonstrations,285.0,26.1927,50.5508
2017-09-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,75959.0,Demonstrations,285.0,26.1927,50.5508
2017-10-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,6,0,62590.0,Demonstrations,285.0,26.1927,50.5508
2017-10-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,95378.0,Demonstrations,285.0,26.1927,50.5508
2017-10-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,75657.0,Demonstrations,285.0,26.1927,50.5508
2017-10-28,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,95739.0,Demonstrations,285.0,26.1927,50.5508
2017-11-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,61152.0,Demonstrations,285.0,26.1927,50.5508
2017-11-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,45440.0,Demonstrations,285.0,26.1927,50.5508
2017-11-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,85479.0,Demonstrations,285.0,26.1927,50.5508
2017-11-25,Middle East,Bahrain,Capital,Protests,Peaceful protest,24,0,200658.0,Demonstrations,285.0,26.1927,50.5508
2017-12-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,29,0,183901.0,Demonstrations,285.0,26.1927,50.5508
2017-12-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,66714.0,Demonstrations,285.0,26.1927,50.5508
2017-12-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,21,0,156266.0,Demonstrations,285.0,26.1927,50.5508
2017-12-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,125651.0,Demonstrations,285.0,26.1927,50.5508
2017-12-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,19,0,107611.0,Demonstrations,285.0,26.1927,50.5508
2018-01-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,119493.0,Demonstrations,285.0,26.1927,50.5508
2018-01-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,16,0,169795.0,Demonstrations,285.0,26.1927,50.5508
2018-01-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,95697.0,Demonstrations,285.0,26.1927,50.5508
2018-01-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,15,0,108784.0,Demonstrations,285.0,26.1927,50.5508
2018-02-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,104310.0,Demonstrations,285.0,26.1927,50.5508
2018-02-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,27,0,180484.0,Demonstrations,285.0,26.1927,50.5508
2018-02-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,22,0,131125.0,Demonstrations,285.0,26.1927,50.5508
2018-02-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,77571.0,Demonstrations,285.0,26.1927,50.5508
2018-03-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,86295.0,Demonstrations,285.0,26.1927,50.5508
2018-03-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,25,0,163887.0,Demonstrations,285.0,26.1927,50.5508
2018-03-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,12,0,100852.0,Demonstrations,285.0,26.1927,50.5508
2018-03-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,62861.0,Demonstrations,285.0,26.1927,50.5508
2018-03-31,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,89733.0,Demonstrations,285.0,26.1927,50.5508
2018-04-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,6,0,105843.0,Demonstrations,285.0,26.1927,50.5508
2018-04-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,77043.0,Demonstrations,285.0,26.1927,50.5508
2018-04-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,125998.0,Demonstrations,285.0,26.1927,50.5508
2018-04-28,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,109570.0,Demonstrations,285.0,26.1927,50.5508
2018-05-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,78049.0,Demonstrations,285.0,26.1927,50.5508
2018-05-12,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,112622.0,Demonstrations,285.0,26.1927,50.5508
2018-05-19,Middle East,Bahrain,Capital,Protests,Peaceful protest,17,0,153642.0,Demonstrations,285.0,26.1927,50.5508
2018-05-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,61754.0,Demonstrations,285.0,26.1927,50.5508
2018-06-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,13,0,147660.0,Demonstrations,285.0,26.1927,50.5508
2018-06-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,102214.0,Demonstrations,285.0,26.1927,50.5508
2018-06-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,74257.0,Demonstrations,285.0,26.1927,50.5508
2018-06-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,84960.0,Demonstrations,285.0,26.1927,50.5508
2018-06-30,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,50713.0,Demonstrations,285.0,26.1927,50.5508
2018-07-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,118272.0,Demonstrations,285.0,26.1927,50.5508
2018-07-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,90169.0,Demonstrations,285.0,26.1927,50.5508
2018-07-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,30590.0,Demonstrations,285.0,26.1927,50.5508
2018-07-28,Middle East,Bahrain,Capital,Protests,Peaceful protest,6,0,51969.0,Demonstrations,285.0,26.1927,50.5508
2018-08-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,11916.0,Demonstrations,285.0,26.1927,50.5508
2018-08-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,90572.0,Demonstrations,285.0,26.1927,50.5508
2018-08-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,38285.0,Demonstrations,285.0,26.1927,50.5508
2018-09-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,47197.0,Demonstrations,285.0,26.1927,50.5508
2018-09-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8914.0,Demonstrations,285.0,26.1927,50.5508
2018-09-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,42811.0,Demonstrations,285.0,26.1927,50.5508
2018-09-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,28965.0,Demonstrations,285.0,26.1927,50.5508
2018-09-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,46360.0,Demonstrations,285.0,26.1927,50.5508
2018-10-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8914.0,Demonstrations,285.0,26.1927,50.5508
2018-10-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,56846.0,Demonstrations,285.0,26.1927,50.5508
2018-11-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,114013.0,Demonstrations,285.0,26.1927,50.5508
2018-11-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,9848.0,Demonstrations,285.0,26.1927,50.5508
2018-11-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,82790.0,Demonstrations,285.0,26.1927,50.5508
2018-11-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,21336.0,Demonstrations,285.0,26.1927,50.5508
2018-12-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8914.0,Demonstrations,285.0,26.1927,50.5508
2018-12-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,31184.0,Demonstrations,285.0,26.1927,50.5508
2018-12-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,11,0,65131.0,Demonstrations,285.0,26.1927,50.5508
2018-12-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,35510.0,Demonstrations,285.0,26.1927,50.5508
2018-12-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,21284.0,Demonstrations,285.0,26.1927,50.5508
2019-01-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,56553.0,Demonstrations,285.0,26.1927,50.5508
2019-01-12,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,100243.0,Demonstrations,285.0,26.1927,50.5508
2019-01-19,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,43071.0,Demonstrations,285.0,26.1927,50.5508
2019-01-26,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,31116.0,Demonstrations,285.0,26.1927,50.5508
2019-02-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,94022.0,Demonstrations,285.0,26.1927,50.5508
2019-02-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,14,0,114987.0,Demonstrations,285.0,26.1927,50.5508
2019-02-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,10,0,140265.0,Demonstrations,285.0,26.1927,50.5508
2019-02-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,35703.0,Demonstrations,285.0,26.1927,50.5508
2019-03-02,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,26841.0,Demonstrations,285.0,26.1927,50.5508
2019-03-09,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,98404.0,Demonstrations,285.0,26.1927,50.5508
2019-03-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,46434.0,Demonstrations,285.0,26.1927,50.5508
2019-03-23,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,67263.0,Demonstrations,285.0,26.1927,50.5508
2019-04-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,6,0,76622.0,Demonstrations,285.0,26.1927,50.5508
2019-04-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,68696.0,Demonstrations,285.0,26.1927,50.5508
2019-04-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,67061.0,Demonstrations,285.0,26.1927,50.5508
2019-04-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,7,0,82063.0,Demonstrations,285.0,26.1927,50.5508
2019-05-04,Middle East,Bahrain,Capital,Protests,Peaceful protest,5,0,47965.0,Demonstrations,285.0,26.1927,50.5508
2019-05-11,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,74429.0,Demonstrations,285.0,26.1927,50.5508
2019-05-18,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,38861.0,Demonstrations,285.0,26.1927,50.5508
2019-05-25,Middle East,Bahrain,Capital,Protests,Peaceful protest,9,0,135825.0,Demonstrations,285.0,26.1927,50.5508
2019-06-01,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,14388.0,Demonstrations,285.0,26.1927,50.5508
2019-06-08,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8862.0,Demonstrations,285.0,26.1927,50.5508
2019-06-15,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8862.0,Demonstrations,285.0,26.1927,50.5508
2019-06-22,Middle East,Bahrain,Capital,Protests,Peaceful protest,8,0,82063.0,Demonstrations,285.0,26.1927,50.5508
2019-06-29,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8862.0,Demonstrations,285.0,26.1927,50.5508
2019-07-06,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,35703.0,Demonstrations,285.0,26.1927,50.5508
2019-07-13,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,8862.0,Demonstrations,285.0,26.1927,50.5508
2019-07-20,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,77657.0,Demonstrations,285.0,26.1927,50.5508
2019-07-27,Middle East,Bahrain,Capital,Protests,Peaceful protest,20,0,145228.0,Demonstrations,285.0,26.1927,50.5508
2019-08-03,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,26841.0,Demonstrations,285.0,26.1927,50.5508
2019-08-10,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,91049.0,Demonstrations,285.0,26.1927,50.5508
2019-08-17,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,35703.0,Demonstrations,285.0,26.1927,50.5508
2019-08-24,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,7745.0,Demonstrations,285.0,26.1927,50.5508
2019-08-31,Middle East,Bahrain,Capital,Protests,Peaceful protest,2,0,20710.0,Demonstrations,285.0,26.1927,50.5508
2019-09-07,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,22254.0,Demonstrations,285.0,26.1927,50.5508
2019-09-14,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,22254.0,Demonstrations,285.0,26.1927,50.5508
2019-09-21,Middle East,Bahrain,Capital,Protests,Peaceful protest,3,0,31116.0,Demonstrations,285.0,26.1927,50.5508
2019-10-05,Middle East,Bahrain,Capital,Protests,Peaceful protest,1,0,9104.0,Demonstrations,285.0,26.1927,50.5508
2019-11-16,Middle East,Bahrain,Capital,Protests,Peaceful protest,4,0,52552.0,Demonstrations,285.0,26.1927,50.5508
